"","File","time_ms","env","F0","TP","Word","Gestural_Prom","Prosodic_Prom","Syll_num","Syll","Participant","Language","Item_type","Item_num","Focus","Gender","Age","Native_language"
"1","G04_P_05_C",15,0,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"2","G04_P_05_C",25,0,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"3","G04_P_05_C",35,0,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"4","G04_P_05_C",45,0,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"5","G04_P_05_C",55,0,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"6","G04_P_05_C",65,0,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"7","G04_P_05_C",75,0,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"8","G04_P_05_C",85,0,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"9","G04_P_05_C",95,4.91394274605881e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"10","G04_P_05_C",105,9.81465835193104e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"11","G04_P_05_C",115,9.7905676098904e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"12","G04_P_05_C",125,9.77282097607768e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"13","G04_P_05_C",135,9.76448326997649e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"14","G04_P_05_C",145,9.76474480241193e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"15","G04_P_05_C",155,9.77217158445272e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"16","G04_P_05_C",165,9.78661098733241e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"17","G04_P_05_C",175,9.805473057366e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"18","G04_P_05_C",185,9.8246639150615e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"19","G04_P_05_C",195,9.83890351871778e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"20","G04_P_05_C",205,9.84287896268968e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"21","G04_P_05_C",215,9.83479335180757e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"22","G04_P_05_C",225,9.81453141217673e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"23","G04_P_05_C",235,9.78198388359912e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"24","G04_P_05_C",245,9.73933442393378e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"25","G04_P_05_C",255,9.68659656059901e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"26","G04_P_05_C",265,9.62344058248242e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"27","G04_P_05_C",275,9.55655201189865e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"28","G04_P_05_C",285,9.49327494392507e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"29","G04_P_05_C",295,9.43725038645037e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
"30","G04_P_05_C",305,9.39108646452572e-05,0,NA,NA,"","","1","",4,"German","practice",5,"contrastive","female",24,"German"
