"time_ms","F0"
5,0
15,0
25,0
35,0
45,0
55,0
65,0
75,0
85,0
95,0
105,0
115,0
125,0
135,0
145,0
155,0
165,0
175,0
185,0
195,0
205,0
215,0
225,0
235,0
245,0
255,0
265,0
275,0
285,0
295,0
305,0
315,0
325,0
335,0
345,0
355,0
365,0
375,0
385,0
395,0
405,0
415,0
425,0
435,0
445,0
455,0
465,0
475,0
485,0
495,0
505,0
515,0
525,0
535,0
545,0
555,0
565,0
575,0
585,0
595,0
605,0
615,0
625,0
635,0
645,0
655,0
665,0
675,0
685,0
695,0
705,0
715,0
725,0
735,0
745,0
755,0
765,0
775,0
785,0
795,0
805,0
815,0
825,0
835,0
845,0
855,0
865,0
875,0
885,0
895,0
905,0
915,0
925,0
935,0
945,0
955,0
965,0
975,0
985,0
995,0
1005,0
1015,0
1025,0
1035,0
1045,0
1055,0
1065,0
1075,0
1085,0
1095,0
1105,0
1115,0
1125,0
1135,0
1145,0
1155,0
1165,0
1175,0
1185,0
1195,0
1205,0
1215,0
1225,0
1235,0
1245,0
1255,0
1265,0
1275,0
1285,0
1295,0
1305,225.428802490234
1315,198.903381347656
1325,196.436187744141
1335,0
1345,194.899291992188
1355,197.398361206055
1365,199.272613525391
1375,191.20100402832
1385,194.227951049805
1395,188.433700561523
1405,191.061660766602
1415,186.470275878906
1425,178.209335327148
1435,166.960906982422
1445,139.941696166992
1455,0
1465,0
1475,0
1485,0
1495,0
1505,0
1515,0
1525,0
1535,0
1545,0
1555,0
1565,0
1575,0
1585,0
1595,0
1605,162.651580810547
1615,168.798904418945
1625,165.892456054688
1635,165.941055297852
1645,0
1655,0
1665,175.841644287109
1675,168.974472045898
1685,174.398910522461
1695,171.878189086914
1705,176.077651977539
1715,0
1725,0
1735,0
1745,0
1755,0
1765,0
1775,0
1785,0
1795,0
1805,0
1815,0
1825,0
1835,0
1845,0
1855,0
1865,0
1875,0
1885,0
1895,0
1905,0
1915,0
1925,0
1935,0
1945,0
1955,0
1965,0
1975,0
1985,0
1995,0
2005,0
2015,0
2025,0
2035,0
2045,0
2055,248.841064453125
2065,234.517700195312
2075,225.137939453125
2085,220.656784057617
2095,218.909194946289
2105,211.41145324707
2115,208.288131713867
2125,209.878494262695
2135,211.532989501953
2145,207.868286132812
2155,205.719802856445
2165,0
2175,0
2185,0
2195,0
2205,0
2215,0
2225,0
2235,0
2245,0
2255,0
2265,0
2275,0
2285,0
2295,0
2305,0
2315,0
2325,0
2335,0
2345,0
2355,0
2365,0
2375,0
2385,0
2395,0
2405,0
2415,0
2425,0
2435,0
2445,0
2455,0
2465,0
2475,0
2485,0
2495,0
2505,0
2515,0
2525,0
2535,0
2545,179.116653442383
2555,181.898178100586
2565,177.970031738281
2575,179.161376953125
2585,184.502990722656
2595,183.116790771484
2605,185.107818603516
2615,178.811584472656
2625,179.244720458984
2635,180.19709777832
2645,179.263931274414
2655,182.821334838867
2665,0
2675,178.325454711914
2685,177.726165771484
2695,179.924087524414
2705,175.214462280273
2715,0
2725,0
2735,0
2745,173.787109375
2755,168.462509155273
2765,174.988128662109
2775,175.639083862305
2785,173.66162109375
2795,172.324096679688
2805,187.5
2815,185.322219848633
2825,178.178192138672
2835,176.525115966797
2845,172.619186401367
2855,177.429977416992
2865,0
2875,0
2885,0
2895,0
2905,0
2915,0
2925,0
2935,0
2945,0
2955,0
2965,0
2975,0
2985,0
2995,0
3005,0
3015,0
3025,0
3035,0
3045,0
3055,0
3065,0
3075,0
3085,0
3095,0
3105,0
3115,0
3125,0
3135,0
3145,0
3155,0
3165,0
3175,0
3185,0
3195,209.535690307617
3205,194.963729858398
3215,184.666687011719
